"Artikelnummer";"Artikelname";"Interner Schlüssel";"GTIN";"HAN";"Eigene ID";"Attributgruppe";"Attributname";"Attributwert";"Sortiernummer";"Datentyp (sonst automatisch ermittelt)";"Attributart";"Englisch: Attributname";"Englisch: Attributwert";"MeaLana-Onlineshop Deutsch: Attributwert";"MeaLana-Onlineshop Englisch: Attributwert";"sockenwolle-online.at Deutsch: Attributwert";"sockenwolle-online.at Englisch: Attributwert";"bio-wolle.at Deutsch: Attributwert";"bio-wolle.at Englisch: Attributwert";"verschlusssache.at Deutsch: Attributwert";"verschlusssache.at Englisch: Attributwert";
"F-Mer160-439";"Ferner Merino 160 Fb: 439";"4937";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-437";"Ferner Merino 160 Fb: 437";"4936";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-437";"Ferner Merino 160 Fb: 437";"4936";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-437";"Ferner Merino 160 Fb: 437";"4936";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-436";"Ferner Merino 160 Fb: 436";"4935";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-436";"Ferner Merino 160 Fb: 436";"4935";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-436";"Ferner Merino 160 Fb: 436";"4935";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-435";"Ferner Merino 160 Fb: 435";"4934";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-435";"Ferner Merino 160 Fb: 435";"4934";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-435";"Ferner Merino 160 Fb: 435";"4934";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-434";"Ferner Merino 160 Fb: 434";"4933";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-434";"Ferner Merino 160 Fb: 434";"4933";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-434";"Ferner Merino 160 Fb: 434";"4933";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-430";"Ferner Merino 160 Fb: 430";"4932";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-430";"Ferner Merino 160 Fb: 430";"4932";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-430";"Ferner Merino 160 Fb: 430";"4932";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-429";"Ferner Merino 160 Fb: 429";"4931";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-429";"Ferner Merino 160 Fb: 429";"4931";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-429";"Ferner Merino 160 Fb: 429";"4931";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-428";"Ferner Merino 160 Fb: 428";"4930";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-428";"Ferner Merino 160 Fb: 428";"4930";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-428";"Ferner Merino 160 Fb: 428";"4930";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-427";"Ferner Merino 160 Fb: 427";"4929";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-427";"Ferner Merino 160 Fb: 427";"4929";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-427";"Ferner Merino 160 Fb: 427";"4929";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-425";"Ferner Merino 160 Fb: 425";"4928";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-425";"Ferner Merino 160 Fb: 425";"4928";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-425";"Ferner Merino 160 Fb: 425";"4928";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-424";"Ferner Merino 160 Fb: 424";"4927";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-424";"Ferner Merino 160 Fb: 424";"4927";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-424";"Ferner Merino 160 Fb: 424";"4927";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-423";"Ferner Merino 160 Fb: 423";"4926";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-423";"Ferner Merino 160 Fb: 423";"4926";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-423";"Ferner Merino 160 Fb: 423";"4926";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-422";"Ferner Merino 160 Fb: 422";"4925";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-422";"Ferner Merino 160 Fb: 422";"4925";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-422";"Ferner Merino 160 Fb: 422";"4925";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-419";"Ferner Merino 160 Fb: 419";"4924";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-419";"Ferner Merino 160 Fb: 419";"4924";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-419";"Ferner Merino 160 Fb: 419";"4924";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-418";"Ferner Merino 160 Fb: 418";"4923";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-418";"Ferner Merino 160 Fb: 418";"4923";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-418";"Ferner Merino 160 Fb: 418";"4923";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-417";"Ferner Merino 160 Fb: 417";"4922";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-417";"Ferner Merino 160 Fb: 417";"4922";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-417";"Ferner Merino 160 Fb: 417";"4922";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-415";"Ferner Merino 160 Fb: 415";"4921";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-415";"Ferner Merino 160 Fb: 415";"4921";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-415";"Ferner Merino 160 Fb: 415";"4921";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-414";"Ferner Merino 160 Fb: 414";"4920";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-414";"Ferner Merino 160 Fb: 414";"4920";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-414";"Ferner Merino 160 Fb: 414";"4920";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-412";"Ferner Merino 160 Fb: 412";"4919";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-412";"Ferner Merino 160 Fb: 412";"4919";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-412";"Ferner Merino 160 Fb: 412";"4919";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-411";"Ferner Merino 160 Fb: 411";"4918";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-411";"Ferner Merino 160 Fb: 411";"4918";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-411";"Ferner Merino 160 Fb: 411";"4918";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-410";"Ferner Merino 160 Fb: 410";"4917";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-410";"Ferner Merino 160 Fb: 410";"4917";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-410";"Ferner Merino 160 Fb: 410";"4917";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-409";"Ferner Merino 160 Fb: 409";"4916";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-409";"Ferner Merino 160 Fb: 409";"4916";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-409";"Ferner Merino 160 Fb: 409";"4916";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-407";"Ferner Merino 160 Fb: 407";"4915";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-407";"Ferner Merino 160 Fb: 407";"4915";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-407";"Ferner Merino 160 Fb: 407";"4915";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-406";"Ferner Merino 160 Fb: 406";"4914";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-406";"Ferner Merino 160 Fb: 406";"4914";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-406";"Ferner Merino 160 Fb: 406";"4914";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-404";"Ferner Merino 160 Fb: 404";"4913";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-404";"Ferner Merino 160 Fb: 404";"4913";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-404";"Ferner Merino 160 Fb: 404";"4913";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer160-400";"Ferner Merino 160 Fb: 400";"4909";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer160-400";"Ferner Merino 160 Fb: 400";"4909";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer160-400";"Ferner Merino 160 Fb: 400";"4909";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-367";"Ferner Merino 80 Fb: 367";"4908";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-367";"Ferner Merino 80 Fb: 367";"4908";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-367";"Ferner Merino 80 Fb: 367";"4908";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-366";"Ferner Merino 80 Fb: 366";"4907";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-366";"Ferner Merino 80 Fb: 366";"4907";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-366";"Ferner Merino 80 Fb: 366";"4907";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-343";"Ferner Merino 80 Fb: 343";"4906";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-343";"Ferner Merino 80 Fb: 343";"4906";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-343";"Ferner Merino 80 Fb: 343";"4906";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-342";"Ferner Merino 80 Fb: 342";"4905";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-342";"Ferner Merino 80 Fb: 342";"4905";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-342";"Ferner Merino 80 Fb: 342";"4905";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-341";"Ferner Merino 80 Fb: 341";"4904";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-341";"Ferner Merino 80 Fb: 341";"4904";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-341";"Ferner Merino 80 Fb: 341";"4904";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-340";"Ferner Merino 80 Fb: 340";"4903";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-340";"Ferner Merino 80 Fb: 340";"4903";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-340";"Ferner Merino 80 Fb: 340";"4903";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-339";"Ferner Merino 80 Fb: 339";"4902";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-339";"Ferner Merino 80 Fb: 339";"4902";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-339";"Ferner Merino 80 Fb: 339";"4902";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-337";"Ferner Merino 80 Fb: 337";"4901";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-337";"Ferner Merino 80 Fb: 337";"4901";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-337";"Ferner Merino 80 Fb: 337";"4901";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-336";"Ferner Merino 80 Fb: 336";"4900";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-336";"Ferner Merino 80 Fb: 336";"4900";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-336";"Ferner Merino 80 Fb: 336";"4900";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-335";"Ferner Merino 80 Fb: 335";"4899";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-335";"Ferner Merino 80 Fb: 335";"4899";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-335";"Ferner Merino 80 Fb: 335";"4899";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-334";"Ferner Merino 80 Fb: 334";"4898";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-334";"Ferner Merino 80 Fb: 334";"4898";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-334";"Ferner Merino 80 Fb: 334";"4898";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-330";"Ferner Merino 80 Fb: 330";"4897";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-330";"Ferner Merino 80 Fb: 330";"4897";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-330";"Ferner Merino 80 Fb: 330";"4897";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-329";"Ferner Merino 80 Fb: 329";"4896";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-329";"Ferner Merino 80 Fb: 329";"4896";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-329";"Ferner Merino 80 Fb: 329";"4896";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-328";"Ferner Merino 80 Fb: 328";"4895";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-328";"Ferner Merino 80 Fb: 328";"4895";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-328";"Ferner Merino 80 Fb: 328";"4895";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-327";"Ferner Merino 80 Fb: 327";"4894";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-327";"Ferner Merino 80 Fb: 327";"4894";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-327";"Ferner Merino 80 Fb: 327";"4894";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
"F-Mer80-325";"Ferner Merino 80 Fb: 325";"4893";;;;"Eigene Attribute";"ampel_text_gelb";"geringe Stückzahl lagernd, wird nachbestellt !";"6";"Freitext";"Attribut";"ampel_text_gelb";;;;;;;;;;
"F-Mer80-325";"Ferner Merino 80 Fb: 325";"4893";;;;"Eigene Attribute";"ampel_text_gruen";"mehr als 10 Stk. lagernd";"7";"Freitext";"Attribut";"ampel_text_gruen";;;;;;;;;;
"F-Mer80-325";"Ferner Merino 80 Fb: 325";"4893";;;;"Eigene Attribute";"ampel_text_rot";"derzeit nicht lieferbar !";"8";"Freitext";"Attribut";"ampel_text_rot";;;;;;;;;;
